"","question","answer","notion"
"398","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"399","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"400","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"401","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"402","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"403","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"404","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"405","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"406","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"407","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"408","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"409","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"410","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"411","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"412","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"413","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"414","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"415","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"416","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"417","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"418","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"419","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"420","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"421","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"422","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"423","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"424","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"425","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"426","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"427","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"428","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"429","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"430","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"431","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"432","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"433","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"434","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"435","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"436","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"437","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"438","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"439","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"440","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"441","PQ5. I would feel very confident using the notation.","Neutral","positive"
"442","PQ5. I would feel very confident using the notation.","Neutral","positive"
"443","PQ5. I would feel very confident using the notation.","Neutral","positive"
"444","PQ5. I would feel very confident using the notation.","Agree","positive"
"445","PQ5. I would feel very confident using the notation.","Disagree","positive"
"446","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"447","PQ5. I would feel very confident using the notation.","Disagree","positive"
"448","PQ5. I would feel very confident using the notation.","Disagree","positive"
"449","PQ5. I would feel very confident using the notation.","Disagree","positive"
"450","PQ5. I would feel very confident using the notation.","Agree","positive"
"451","PQ5. I would feel very confident using the notation.","Agree","positive"
"452","PQ5. I would feel very confident using the notation.","Neutral","positive"
"453","PQ5. I would feel very confident using the notation.","Disagree","positive"
"454","PQ5. I would feel very confident using the notation.","Neutral","positive"
"455","PQ5. I would feel very confident using the notation.","Neutral","positive"
"456","PQ5. I would feel very confident using the notation.","Neutral","positive"
"457","PQ5. I would feel very confident using the notation.","Agree","positive"
"458","PQ5. I would feel very confident using the notation.","Disagree","positive"
"459","PQ5. I would feel very confident using the notation.","Agree","positive"
"460","PQ5. I would feel very confident using the notation.","Agree","positive"
"461","PQ5. I would feel very confident using the notation.","Agree","positive"
"462","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"463","PQ5. I would feel very confident using the notation.","Agree","positive"
"464","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"465","PQ5. I would feel very confident using the notation.","Agree","positive"
"466","PQ5. I would feel very confident using the notation.","Neutral","positive"
"467","PQ5. I would feel very confident using the notation.","Disagree","positive"
"468","PQ5. I would feel very confident using the notation.","Disagree","positive"
"469","PQ5. I would feel very confident using the notation.","Agree","positive"
"470","PQ5. I would feel very confident using the notation.","Neutral","positive"
"471","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"472","PQ5. I would feel very confident using the notation.","Neutral","positive"
"473","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"474","PQ5. I would feel very confident using the notation.","Neutral","positive"
"475","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"476","PQ5. I would feel very confident using the notation.","Neutral","positive"
"477","PQ5. I would feel very confident using the notation.","Agree","positive"
"478","PQ5. I would feel very confident using the notation.","Neutral","positive"
"479","PQ5. I would feel very confident using the notation.","Agree","positive"
"480","PQ5. I would feel very confident using the notation.","Neutral","positive"
"481","PQ5. I would feel very confident using the notation.","Agree","positive"
"482","PQ5. I would feel very confident using the notation.","Neutral","positive"
"483","PQ5. I would feel very confident using the notation.","Neutral","positive"
"484","PQ5. I would feel very confident using the notation.","Neutral","positive"
"485","PQ5. I would feel very confident using the notation.","Agree","positive"
"486","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"487","PQ5. I would feel very confident using the notation.","Disagree","positive"
"488","PQ5. I would feel very confident using the notation.","Agree","positive"
"489","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"490","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"491","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"492","PQ5. I would feel very confident using the notation.","Disagree","positive"
"493","PQ5. I would feel very confident using the notation.","Agree","positive"
"494","PQ5. I would feel very confident using the notation.","Disagree","positive"
"495","PQ5. I would feel very confident using the notation.","Agree","positive"
"496","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"497","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"498","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"499","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"500","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"501","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"502","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"503","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"504","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"505","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"506","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"507","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"508","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"509","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"510","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"511","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"512","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"513","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"514","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"515","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"516","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"517","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"518","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"519","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"520","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"521","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"522","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"523","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"524","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"525","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Agree","negative"
"526","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"527","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"528","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"529","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"530","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Agree","negative"
"531","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"532","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"533","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"534","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"535","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"536","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"537","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"538","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"539","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"540","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"541","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"542","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"543","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"544","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"545","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"546","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"547","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"548","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"549","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"550","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
